id,ACT_INAC,Calc_Acres,Contact,DATE_ISS,FeatCLS,MINE_STATU,National_I,ORIG_PERM,PERM_ACT,PER_NAME,PER_TYPE,PermitNo,QUAD_DESC,REGION_DES,Shape_Leng,Source,Type_Flag
"00000000000000000555",Released,284.0193952,KY Division of Mine Permits,"707382000000",SF,RC,KY8070248,"8070248",MI   2  11/08/2004  MTS   1  09/19/2002  RN   2  08/28/200,APPOLO FUELS INC,PERMANENT,"8070248",KAYJAY,MIDDLESBORO,113578.561279,KYDMP,INACT
"00000000000000000556",Released,264.3543677,KY Division of Mine Permits,"770367600000",SF,RC,KY8070250,"8070250",MA   2  06/10/2003  FR      02/20/1997  MI      01/30/1995,APPOLO FUELS INC,PERMANENT,"8070250",KAYJAY,MIDDLESBORO,29053.1914756,KYDMP,INACT
"00000000000000000559",Released,61.08570873,KY Division of Mine Permits,"795340800000",SF,RC,KY8070255,"8070255",MT   2  07/18/2003  MTS   1  05/30/2002  MA   4  12/05/200,GIVENS COAL COMPANY INC,PERMANENT,"8070255",KAYJAY,MIDDLESBORO,38748.6882828,KYDMP,INACT
"00000000000000000567",Released,395.55652253,KY Division of Mine Permits,"1026716400000",SF,RC,KY8070301,"8070291",MA   5  08/28/2008  AM   2  02/03/2006  MT   1  06/02/2005,STRATA MINING INC,PERMANENT,"8070301",KAYJAY,MIDDLESBORO,82043.5691619,KYDMP,INACT
"00000000000000000571",Released,1061.1573785,KY Division of Mine Permits,"1153292400000",SF,RC,KY8070331,"8070261",MI  12  06/08/2016  MI  11  03/31/2011  MI  10  01/26/2009,DEBRA LYNN COALS INC,PERMANENT,"8070331",KAYJAY,MIDDLESBORO,207004.794462,KYDMP,INACT
"00000000000000000583",Released,327.4715373,KY Division of Mine Permits,"1259740800000",SF,RC,KY8070374,"8070300",MT   5  12/27/2017  MT   4  01/20/2015  AM   1  09/25/2014,STRATA MINING INC,PERMANENT,"8070374",KAYJAY,MIDDLESBORO,101748.454277,DMP E_Shape,INACT
"00000000000000000584",Released,113.2695828,KY Division of Mine Permits,"1268636400000",SF,RC,KY8070375,"8070358",MT   1  01/22/2013  MI   2  12/19/2012  MI   1  12/15/2010,STRATA MINING INC,PERMANENT,"8070375",KAYJAY,MIDDLESBORO,93558.7029486,KYDMP,INACT
000000000000000005ac,Released,83.52202335,KY Division of Mine Permits,"1401865200000",SF,RC,KY8070432,"8070299",MI   3  03/15/2016  MI   2  12/05/2014  SU   1  06/04/2014,MIDDLESBORO MINING OPERATIONS INC,PERMANENT,"8070432",KAYJAY,MIDDLESBORO,51007.3448229,KYDMP,INACT
"000000000000000005d3",Released,17.15658794,KY Division of Mine Permits,"716454000000",SF,RC,KY8075127,"8075127",NW      09/14/1992,APPOLO FUELS INC,PERMANENT,"8075127",KAYJAY,MIDDLESBORO,26633.3952999,KYDMP,INACT
000000000000000005db,Released,46.83004629,KY Division of Mine Permits,"723456000000",SF,RC,KY8075137,"8075137",RN   2  01/07/2003  MT   2  06/29/2001  RN      01/08/1998,APPOLO FUELS INC,PERMANENT,"8075137",KAYJAY,MIDDLESBORO,67883.010141,KYDMP,INACT
000000000000000005de,Released,13.22031197,KY Division of Mine Permits,"774255600000",SF,RC,KY8075140,"8075140",FR      06/30/1998  MT      05/14/1997  NW      07/15/1994,GIVENS COAL COMPANY INC,PERMANENT,"8075140",KAYJAY,MIDDLESBORO,26062.8511443,KYDMP,INACT
000000000000000005df,Released,32.10176236,KY Division of Mine Permits,"780735600000",SF,RC,KY8075142,"8075142",RN   1  12/17/1999  MI      11/24/1998  MT      12/10/1997,APPOLO FUELS INC,PERMANENT,"8075142",KAYJAY,MIDDLESBORO,69877.2967911,KGS Project,INACT
"000000000000000005e0",Released,12.42283428,KY Division of Mine Permits,"821088000000",SF,RC,KY8075149,"8075149",MI   1  02/01/2010  MT   3  01/17/2008  RN   2  11/28/2005,BELL COUNTY COAL CORPORATION,PERMANENT,"8075149",KAYJAY,MIDDLESBORO,7030.27350911,KGS Project,INACT
000000000000000005f0,Released,0.1653623,KY Division of Mine Permits,"653814000000",SF,RC,KY8075182,"8075182",MT   4  09/04/2012  MI   2  01/11/2012  RN   4  01/04/2011,APPOLO FUELS INC,PERMANENT,"8075182",KAYJAY,MIDDLESBORO,1553.86459479,KYDMP,INACT
00000000000000000fb3,Released,859.57034802,KY Division of Mine Permits,"1186038000000",SF,RC,KY8610485,"8610485",MI   8  01/17/2018  MT   4  08/08/2017  MI   7  07/17/2017,NALLY & HAMILTON ENTERPRISES INC,PERMANENT,"8610485",KAYJAY,MIDDLESBORO,242484.428666,DMP E_Shape,INACT
00000000000000000fb8,Released,669.96272827,KY Division of Mine Permits,"1228377600000",SF,RC,KY8610497,"8610497",AM   1  04/23/2013  MT   1  12/15/2010  NW   1  12/04/2008,NALLY & HAMILTON ENTERPRISES INC,PERMANENT,"8610497",KAYJAY,MIDDLESBORO,124349.185053,KYDMP,INACT
"00000000000000001e71",Released,27.7131113,KY Division of Mine Permits,"275122800000",SF,RC,KY0070015,"0070015",RV      05/06/1983  NW      09/20/1978,WATERS COAL CO,INTERIM,"0070015",KAYJAY,MIDDLESBORO,9272.87174637,KGS Project,INACT
"00000000000000001e72",Released,21.26394846,KY Division of Mine Permits,"286876800000",SF,RC,KY0070017,"0070017",NW      02/03/1979,MAGNUM EQUIPMENT CO,INTERIM,"0070017",KAYJAY,MIDDLESBORO,10556.72993,KGS Project,INACT
"00000000000000001e82",Released,88.24562625,KY Division of Mine Permits,"290246400000",SF,RC,KY0070040,"0070040",NW      03/14/1979,CAIRNES COAL CO INC,INTERIM,"0070040",KAYJAY,MIDDLESBORO,46772.1221626,KGS Project,INACT
"00000000000000001e87",Released,28.6252187,KY Division of Mine Permits,"314352000000",SF,RC,KY0070051,"0070051",RV      04/14/1982  RP      12/18/1979,CHARTER COAL CO,INTERIM,"0070051",KAYJAY,MIDDLESBORO,35304.0961645,KGS Project,INACT
"00000000000000001e88",Released,235.16262074,KY Division of Mine Permits,"315043200000",SF,RC,KY0070052,"0070052",NC      05/31/1990  MA      12/21/1987  NW      12/26/1979,APPOLO FUELS INC,INTERIM,"0070052",KAYJAY,MIDDLESBORO,47623.4939752,KGS Project,INACT
"00000000000000001e91",Released,27.22988538,KY Division of Mine Permits,"326530800000",SF,RC,KY0070062,"0070062",RV      04/20/1982  NW      05/07/1980,CHARTER COAL CO,INTERIM,"0070062",KAYJAY,MIDDLESBORO,30788.2403624,KGS Project,INACT
00000000000000001eaf,Released,0.87652835,KY Division of Mine Permits,"362127600000",SF,RC,KY0070109,"0070109",NW      06/23/1981,GEORGE BROOKS,INTERIM,"0070109",KAYJAY,MIDDLESBORO,1227.38325514,KGS Project,INACT
00000000000000001eb5,Released,3.50913084,KY Division of Mine Permits,"376214400000",SF,RC,KY0070119,"0070119",NW      12/03/1981,ACME COAL COMPANY,INTERIM,"0070119",KAYJAY,MIDDLESBORO,2766.22256445,KGS Project,INACT
00000000000000001eb6,Released,12.9926252,KY Division of Mine Permits,"376560000000",SF,RC,KY0070120,"0070120",NW      12/07/1981,SOUTHEASTERN MINING CO OF GA,INTERIM,"0070120",KAYJAY,MIDDLESBORO,5064.42587097,KGS Project,INACT
00000000000000001ec5,Released,12.98392542,KY Division of Mine Permits,"395910000000",SF,RC,KY0070147,"0070147",NW      07/19/1982,CAMBATA AND ASSOCIATES INC,INTERIM,"0070147",KAYJAY,MIDDLESBORO,5871.96055192,KGS Project,INACT
00000000000000001ed5,Released,16.57762558,KY Division of Mine Permits,"318844800000",SF,RC,KY0075022,"0075022",RV      08/05/1982  SU      02/08/1980,CHARTER COAL CO,INTERIM,"0075022",KAYJAY,MIDDLESBORO,26634.6538471,KGS Project,INACT
00000000000000001ed8,Released,4.89768101,KY Division of Mine Permits,"333788400000",SF,RC,KY0075027,"0075027",NW      07/30/1980,L P COAL CO,INTERIM,"0075027",KAYJAY,MIDDLESBORO,5705.64797093,KGS Project,INACT
00000000000000001edd,Released,16.44317373,KY Division of Mine Permits,"360399600000",SF,RC,KY0075036,"0075036",NW      06/03/1981,BELL COUNTY COAL CORPORATION,INTERIM,"0075036",KAYJAY,MIDDLESBORO,36139.4143902,KGS Project,INACT
00000000000000001ede,Released,9.47914745,KY Division of Mine Permits,"350553600000",SF,RC,KY0075037,"0075037",NW      02/09/1981,CONGRESS COAL CO,INTERIM,"0075037",KAYJAY,MIDDLESBORO,17482.5225729,KGS Project,INACT
00000000000000001ee2,Released,11.19436507,KY Division of Mine Permits,"363942000000",SF,RC,KY0075042,"0075042",MI      10/29/1987  RV      11/29/1984  NW      07/14/1981,CONGRESS COAL CO,INTERIM,"0075042",KAYJAY,MIDDLESBORO,17502.2210876,KGS Project,INACT
00000000000000001ee3,Released,0.60015556,KY Division of Mine Permits,"367484400000",SF,RC,KY0075046,"0075046",NW      08/24/1981,KAYJAY ENTERPRISES INC,INTERIM,"0075046",KAYJAY,MIDDLESBORO,1097.72076865,KGS Project,INACT
00000000000000002cc2,Released,437.67327547,KY Division of Mine Permits,"308214000000",SF,RC,KY2070283,"2070283",NC      05/31/1990  MA      12/28/1987  RV      10/22/1981,APPOLO FUELS INC,INTERIM,"2070283",KAYJAY,MIDDLESBORO,63349.8766071,KGS Project,INACT
00000000000000002cc7,Released,119.72647384,KY Division of Mine Permits,"285062400000",SF,RC,KY2070330,"2070330",RN      01/13/1980  NW      01/13/1979,CAIRNES COAL CO INC,INTERIM,"2070330",KAYJAY,MIDDLESBORO,23270.9823969,KGS Project,INACT
00000000000000002cd7,Released,4.42138355,KY Division of Mine Permits,"189331200000",SF,RC,KY2075001,"2075001",NW      01/01/1976,BELL COUNTY COAL CORPORATION,INTERIM,"2075001",KAYJAY,MIDDLESBORO,5641.26916866,KGS Project,INACT
00000000000000002cd9,Released,1.98219582,KY Division of Mine Permits,"284284800000",SF,RC,KY2075004,"2075004",NW      01/04/1979,BELL COUNTY COAL CORPORATION,INTERIM,"2075004",KAYJAY,MIDDLESBORO,1116.13655518,KGS Project,INACT
00000000000000002cda,Released,7.95742694,KY Division of Mine Permits,"283161600000",SF,RC,KY2075005,"2075005",NW      12/22/1978,BELL COUNTY COAL CORPORATION,INTERIM,"2075005",KAYJAY,MIDDLESBORO,2875.95972475,KGS Project,INACT
00000000000000002cdb,Released,6.38894484,KY Division of Mine Permits,"284889600000",SF,RC,KY2075007,"2075007",NW      01/11/1979,BELL COUNTY COAL CORPORATION,INTERIM,"2075007",KAYJAY,MIDDLESBORO,9654.28512214,KGS Project,INACT
00000000000000002cdf,Released,2.26816545,KY Division of Mine Permits,"317462400000",SF,RC,KY2075021,"2075021",RV      01/12/1984  NW      01/23/1980,L P COAL CO,INTERIM,"2075021",KAYJAY,MIDDLESBORO,5312.25586023,KGS Project,INACT
00000000000000002ce0,Released,17.09743773,KY Division of Mine Permits,"317462400000",SF,RC,KY2075022,"2075022",NW      01/23/1980,NEW HIGNITE COAL CO,INTERIM,"2075022",KAYJAY,MIDDLESBORO,27840.8558801,KGS Project,INACT
00000000000000000b6c,Released,138.24337768,KY Division of Mine Permits,"526719600000",SF,RC,KY8480081,"8480081",MT      07/28/1993  MA      02/12/1992  RN      09/06/1991,JERICOL MINING INC,PERMANENT,"8480081",KEOKEE,MIDDLESBORO,34962.7033434,KGS Project,INACT
00000000000000000c62,Released,35.38217286,KY Division of Mine Permits,"825062400000",SF,RC,KY8485292,"8485292",MT      01/12/1999  MI      08/07/1997  MI      07/21/1997,LONE MOUNTAIN PROCESSING INC,PERMANENT,"8485292",KEOKEE,MIDDLESBORO,44380.1363652,KGS Project,INACT
000000000000000000f0,Released,233.21419579,KY Division of Mine Permits,"434790000000",SF,RC,KY4800093,"0800093",MI      10/30/1995  MI      10/04/1995  AM      08/24/1995,WOLF CREEK COLLIERIES COMPANY,PERMANENT,"4800093",KERMIT,PRESTONSBURG,74197.1576514,KGS Project,INACT
0000000000000000044f,Released,57.93409331,KY Division of Mine Permits,"463215600000",SF,RC,KY6800097,"2800097",MI      03/16/1992  MI      09/27/1989  MI      10/20/1988,MARTIKI COAL CORPORATION,PERMANENT,"6800097",KERMIT,PRESTONSBURG,12901.3936763,KGS Project,INACT
"00000000000000000455",Released,19.80327635,KY Division of Mine Permits,"459586800000",SF,RC,KY6805002,"2805002",RN      01/18/1995  MT      04/07/1992  RN      07/07/1989,WOLF CREEK COLLIERIES COMPANY,PERMANENT,"6805002",KERMIT,PRESTONSBURG,43255.7976626,KGS Project,INACT
"00000000000000001505",Released,105.48412062,KY Division of Mine Permits,"505987200000",SF,RC,KY8800052,"2800198",AM      08/24/1988  SU      01/13/1986,ADDINGTON INC,PERMANENT,"8800052",KERMIT,PRESTONSBURG,34936.8428106,KGS Project,INACT
0000000000000000150a,Released,181.79220447,KY Division of Mine Permits,"545295600000",SF,RC,KY8800061,"8800061",MI   6  02/07/2001  FR      12/20/1994  FR      11/03/1994,LESTER MOUNTS COAL CO INC,PERMANENT,"8800061",KERMIT,PRESTONSBURG,76075.5684416,KGS Project,INACT
"00000000000000001515",Released,178.6833497,KY Division of Mine Permits,"622105200000",SF,RC,KY8800081,"8800081",MI      07/13/1990  NW      09/18/1989,MARY MOUNTS COAL COMPANY INC,PERMANENT,"8800081",KERMIT,PRESTONSBURG,45706.1412141,KGS Project,INACT
0000000000000000153e,Released,2445.85794413,KY Division of Mine Permits,"1172476800000",SF,RC,KY8800170,"8800108",MI  14  07/19/2011  MI  12  07/22/2009  SU   1  02/26/2007,LCC KENTUCKY LLC,PERMANENT,"8800170",KERMIT,PRESTONSBURG,204937.204453,KYDMP,INACT
0000000000000000154c,Released,372.06735202,KY Division of Mine Permits,"1291363200000",SF,RC,KY8800196,"8800147",SU      06/03/2013  MI   6  01/18/2013  RN   2  08/07/2012,MARTIN COUNTY COAL CORPORATION,PERMANENT,"8800196",KERMIT,PRESTONSBURG,64271.2500297,KYDMP,INACT
"00000000000000001555",Released,81.25145797,KY Division of Mine Permits,"1362985200000",SF,RC,KY8800220,"8800025",RN   6  04/23/2014  MT   6  02/13/2014  SU   2  03/11/2013,PETER CAVE MINING COMPANY,PERMANENT,"8800220",KERMIT,PRESTONSBURG,31569.5090051,KYDMP,INACT
0000000000000000155a,Released,274.85026691,KY Division of Mine Permits,"1350284400000",SF,RC,KY8800241,"8800100",SU   2  10/15/2012,REVELATION ENERGY LLC,PERMANENT,"8800241",KERMIT,PRESTONSBURG,26445.9546948,DMP E_Shape,INACT
"00000000000000001579",Released,25.72780512,KY Division of Mine Permits,"538387200000",SF,RC,KY8805041,"8805041",RN      01/31/1992  NW      01/23/1987,MARTIKI COAL CORPORATION,PERMANENT,"8805041",KERMIT,PRESTONSBURG,4888.9382361,KGS Project,INACT
"00000000000000001592",Released,62.53042429,KY Division of Mine Permits,"807174000000",SF,RC,KY8805111,"0805072",SU      07/31/1995,TOPTIKI COAL CORPORATION,PERMANENT,"8805111",KERMIT,PRESTONSBURG,29614.769063,KGS Project,INACT
000000000000000015c4,Released,49.17849389,KY Division of Mine Permits,"1524553200000",SF,RC,KY8805201,"8805010",SU   3  04/24/2018,LEXINGTON COAL COMPANY LLC,PERMANENT,"8805201",KERMIT,PIKEVILLE,20068.6536297,KYDMP,INACT
"000000000000000015e9",Released,281.167435,KY Division of Mine Permits,"435394800000",SF,RC,KY8880003,"8880003",MA      03/25/1992  MI      08/30/1988  MI      08/22/1984,COAL CORPORATION OF AMERICA INC,PERMANENT,"8880003",KERMIT,PRESTONSBURG,151799.858871,KGS Project,INACT
0000000000000000280c,Released,7.71496026,KY Division of Mine Permits,"284976000000",SF,RC,KY0800007,"0800007",RV      01/12/1979,MARTIKI COAL CORPORATION,INTERIM,"0800007",KERMIT,PRESTONSBURG,9198.02303918,KGS Project,INACT
0000000000000000281b,Released,960.21190396,KY Division of Mine Permits,"294303600000",SF,RC,KY0800043,"0800043",RV      04/30/1979,DANIEL CONSTRUCTION CO,INTERIM,"0800043",KERMIT,PRESTONSBURG,118456.557602,KGS Project,INACT
"00000000000000002833",Released,48.22879892,KY Division of Mine Permits,"362646000000",SF,RC,KY0800081,"0800081",NW      06/29/1981,WOLF CREEK COLLIERIES COMPANY,INTERIM,"0800081",KERMIT,PRESTONSBURG,19644.0888639,KGS Project,INACT
"00000000000000002859",Released,2.4581299,KY Division of Mine Permits,"287222400000",SF,RC,KY0805013,"0805013",MA      10/23/1987  RV      05/05/1981  NW      02/07/1979,WOLF CREEK COLLIERIES COMPANY,INTERIM,"0805013",KERMIT,PRESTONSBURG,1963.58627643,KGS Project,INACT
0000000000000000286d,Released,8.64900809,KY Division of Mine Permits,"363250800000",SF,RC,KY0805052,"0805052",NW      07/06/1981,WOLF CREEK COLLIERIES COMPANY,INTERIM,"0805052",KERMIT,PRESTONSBURG,4506.81425937,KGS Project,INACT
0000000000000000286f,Released,2.50582856,KY Division of Mine Permits,"372495600000",SF,RC,KY0805054,"0805054",NW      10/21/1981,WOLF CREEK COLLIERIES COMPANY,INTERIM,"0805054",KERMIT,PRESTONSBURG,3618.85950993,KGS Project,INACT
"00000000000000002870",Released,12.63777554,KY Division of Mine Permits,"375350400000",SF,RC,KY0805055,"0805055",NW      11/23/1981,WOLF CREEK COLLIERIES COMPANY,INTERIM,"0805055",KERMIT,PRESTONSBURG,13472.0676597,KGS Project,INACT
"00000000000000002882",Released,38.41758663,KY Division of Mine Permits,"376041600000",SF,RC,KY0809000,"0809000",NW      12/01/1981,WOLF CREEK COLLIERIES COMPANY,INTERIM,"0809000",KERMIT,PRESTONSBURG,7973.61218782,KGS Project,INACT
00000000000000002eb8,Released,20.76473529,KY Division of Mine Permits,"137055600000",SF,RC,KY2800091,"2800091",RN      02/06/1980  RV      05/06/1974,MARTIKI COAL CORPORATION,INTERIM,"2800091",KERMIT,PRESTONSBURG,9207.98667017,KGS Project,INACT
00000000000000002eb9,Released,324.28499991,KY Division of Mine Permits,"137055600000",SF,RC,KY2800093,"2800093",RV      11/10/1980  RN      05/06/1974,MARTIKI COAL CORPORATION,INTERIM,"2800093",KERMIT,PRESTONSBURG,46598.0515203,KGS Project,INACT
00000000000000002eba,Released,239.33417436,KY Division of Mine Permits,"137055600000",SF,RC,KY2800094,"2800094",RV      11/11/1981  RN      05/06/1974,MARTIKI COAL CORPORATION,INTERIM,"2800094",KERMIT,PRESTONSBURG,32558.5656317,KGS Project,INACT
00000000000000002ebb,Released,88.41359671,KY Division of Mine Permits,"342691200000",SF,RC,KY2800096,"2800096",MA      09/29/1987  NW      11/10/1980,MARTIKI COAL CORPORATION,INTERIM,"2800096",KERMIT,PRESTONSBURG,9376.7714889,KGS Project,INACT
00000000000000002ebc,Released,66.39371946,KY Division of Mine Permits,"212914800000",SF,RC,KY2800097,"2800097",RV      11/10/1980  RN      10/13/1979  RN      10/13/1977,MARTIKI COAL CORPORATION,INTERIM,"2800097",KERMIT,PRESTONSBURG,12483.602527,KGS Project,INACT
00000000000000002ebd,Released,212.406348,KY Division of Mine Permits,"164271600000",SF,RC,KY2800135,"2800135",RV      11/10/1980  RN      03/17/1975,MARTIKI COAL CORPORATION,INTERIM,"2800135",KERMIT,PRESTONSBURG,29147.1193081,KGS Project,INACT
00000000000000002ec1,Released,56.66216169,KY Division of Mine Permits,"223632000000",SF,RC,KY2800197,"2800197",RV      11/10/1980  RN      02/01/1977,MARTIKI COAL CORPORATION,INTERIM,"2800197",KERMIT,PRESTONSBURG,9311.58942978,KGS Project,INACT
00000000000000002ed2,Released,29.86463395,KY Division of Mine Permits,"284803200000",SF,RC,KY2805002,"2805002",RV      08/07/1987  RV      09/15/1981  RV      11/07/1980,WOLF CREEK COLLIERIES COMPANY,INTERIM,"2805002",KERMIT,PRESTONSBURG,60843.2204211,KGS Project,INACT
00000000000000002ed9,Released,1.16858463,KY Division of Mine Permits,"275036400000",SF,RC,KY2805024,"2805024",NW      09/19/1978,PETER CAVE COAL CO INC,INTERIM,"2805024",KERMIT,PRESTONSBURG,1003.8136229,KGS Project,INACT
"00000000000000000001",Released,1.03170525,KY Division of Mine Permits,"461574000000",SF,RC,KY4365207,"0365207",NW      08/17/1984,TRIPLE ELKHORN MINING CO,PERMANENT,"4365207",LANCER,PRESTONSBURG,2285.12674536,KGS Project,INACT
000000000000000000fc,Released,8.81229516,KY Division of Mine Permits,"461314800000",SF,RC,KY4805039,"0805039",NW      08/14/1984,ABRAXAS COAL CO INC,PERMANENT,"4805039",LANCER,PRESTONSBURG,12275.4521151,KGS Project,INACT
"00000000000000000256",Released,14.62994222,KY Division of Mine Permits,"225532800000",SF,RC,KY545176X,545176X,NW      02/23/1977,PAULA COAL CO,PRE LAW,545176X,LANCER,PRESTONSBURG,22724.956398,KGS Project,INACT
000000000000000002a4,Released,10.23221931,KY Division of Mine Permits,"232786800000",SF,RC,KY571076X,571076X,NW      05/18/1977,TRIPLE ELKHORN MINING CO,PRE LAW,571076X,LANCER,PRESTONSBURG,15441.6590105,KGS Project,INACT
"00000000000000000391",Released,7.42586989,KY Division of Mine Permits,"460018800000",SF,RC,KY6365065,"2365065",NW      07/30/1984,HITE PREPERATION COMPANY,PERMANENT,"6365065",LANCER,PRESTONSBURG,3609.50556288,KGS Project,INACT
"00000000000000000427",Released,8.26856367,KY Division of Mine Permits,"254044800000",SF,RC,KY668777X,668777X,NW      01/19/1978,ADDINGTON BROS MINING INC,PRE LAW,668777X,LANCER,PRESTONSBURG,4449.22868625,KGS Project,INACT
0000000000000000042c,Released,21.50462519,KY Division of Mine Permits,"254476800000",SF,RC,KY670677X,670677X,NW      01/24/1978,WITTEN DEVELOPMENT CO,PRE LAW,670677X,LANCER,PRESTONSBURG,20690.8946938,KGS Project,INACT
"00000000000000000933",Released,13.01159246,KY Division of Mine Permits,"445075200000",SF,RC,KY8360054,"8360054",NC      03/19/1990  NW      02/08/1984,COAL-MAC INC,PERMANENT,"8360054",LANCER,PRESTONSBURG,5051.73314666,KGS Project,INACT
0000000000000000094a,Released,18.17171264,KY Division of Mine Permits,"475401600000",SF,RC,KY8360089,"8360089",NW      01/24/1985,JOHNSON & ASSOCIATES INC,PERMANENT,"8360089",LANCER,PRESTONSBURG,6990.08345662,KGS Project,INACT
0000000000000000096f,Released,49.08593712,KY Division of Mine Permits,"613378800000",SF,RC,KY8360191,"0360120",MI      01/06/1993  MI      01/23/1990  NW      06/09/1989,HIGHWIRE INC,PERMANENT,"8360191",LANCER,PRESTONSBURG,15350.9743968,KGS Project,INACT
"00000000000000000971",Released,156.3993657,KY Division of Mine Permits,"588927600000",SF,RC,KY8360194,"8360024",NC      03/24/1994  NC      04/17/1989  SU      08/30/1988,CUMBERLAND RIVER COAL COMPANY,PERMANENT,"8360194",LANCER,PRESTONSBURG,34537.7829824,KGS Project,INACT
0000000000000000098d,Released,216.5875831,KY Division of Mine Permits,"781340400000",SF,RC,KY8360242,"8360021",MA      09/23/1997  NC      01/26/1996  SU      10/05/1994,ADDINGTON ENTERPRISES INC,PERMANENT,"8360242",LANCER,PRESTONSBURG,59529.2562291,KGS Project,INACT
"00000000000000000995",Released,210.81730751,KY Division of Mine Permits,"824976000000",SF,RC,KY8360262,"8360230",FR   4  04/03/2000  MI   2  03/09/2000  SU      02/22/1996,CZAR COAL CORPORATION,PERMANENT,"8360262",LANCER,PRESTONSBURG,63415.1413623,KGS Project,INACT
0000000000000000099d,Released,376.3634479,KY Division of Mine Permits,"896943600000",SF,RC,KY8360279,"8360233",MI      04/27/1999  MA      10/19/1998  SU      06/04/1998,ADDINGTON MINING INC,PERMANENT,"8360279",LANCER,PRESTONSBURG,127732.133866,KYDMP,INACT
000000000000000009a3,Released,49.51543416,KY Division of Mine Permits,"1078992000000",SF,RC,KY8360304,"8360304",FR   3  11/03/2015  MI   2  12/17/2013  FR   1  11/17/2009,MATT/CO INC,PERMANENT,"8360304",LANCER,PRESTONSBURG,20734.9270635,KYDMP,INACT
000000000000000009a5,Released,379.46738039,KY Division of Mine Permits,"1114758000000",SF,RC,KY8360307,"8360307",FR   2  01/05/2010  MI   2  09/24/2009  MTS   1  05/08/200,MATT/CO INC,PERMANENT,"8360307",LANCER,PRESTONSBURG,109092.573432,KYDMP,INACT
00000000000000000a26,Released,7.86242555,KY Division of Mine Permits,"570873600000",SF,RC,KY8365156,"8365156",MA   6  08/15/2001  MI      10/13/1998  MA      08/16/1995,COAL-MAC INC,PERMANENT,"8365156",LANCER,PRESTONSBURG,3846.2570457,KGS Project,INACT
00000000000000000a3a,Released,2.91011139,KY Division of Mine Permits,"609577200000",SF,RC,KY8365197,"0365159",MA   2  11/07/2001  MI   1  09/01/1999  MT      01/13/1992,CROSS GATES MINING CO INC,PERMANENT,"8365197",LANCER,PRESTONSBURG,2298.70388207,KGS Project,INACT
00000000000000000a3f,Released,3.25511833,KY Division of Mine Permits,"634291200000",SF,RC,KY8365208,"8365208",MT      05/19/1993  NW      02/06/1990,B & H ELKHORN COAL COMPANY INC,PERMANENT,"8365208",LANCER,PRESTONSBURG,4220.64993744,KGS Project,INACT
00000000000000000a57,Released,6.86859005,KY Division of Mine Permits,"695376000000",SF,RC,KY8365267,"0365051",SU      01/14/1992,KENTUCKY MAY COAL COMPANY INC,PERMANENT,"8365267",LANCER,PRESTONSBURG,12797.0497831,KGS Project,INACT
00000000000000000a5c,Released,5.10119581,KY Division of Mine Permits,"725702400000",SF,RC,KY8365277,"8365089",MI      03/03/1999  SU      12/30/1992,BULL CREEK COAL CORPORATION,PERMANENT,"8365277",LANCER,PRESTONSBURG,6359.42076771,KYDMP,INACT
00000000000000000a5e,Released,4.9888593,KY Division of Mine Permits,"730540800000",SF,RC,KY8365280,"8365280",NW      02/24/1993,BEECH FORK PROCESSING INC,PERMANENT,"8365280",LANCER,PRESTONSBURG,4545.19361075,KGS Project,INACT
00000000000000000a66,Released,3.31801834,KY Division of Mine Permits,"722592000000",SF,RC,KY8365290,"8365290",MT      12/15/1995  MI      06/29/1993  NW      11/24/1992,BEECH FORK PROCESSING INC,PERMANENT,"8365290",LANCER,PRESTONSBURG,2343.72537403,KGS Project,INACT
00000000000000000a70,Released,10.12068932,KY Division of Mine Permits,"769158000000",SF,RC,KY8365311,"0365233",NC      01/26/1996  FR      01/24/1995  SU      05/17/1994,ADDINGTON ENTERPRISES INC,PERMANENT,"8365311",LANCER,PRESTONSBURG,17039.7049788,KGS Project,INACT
00000000000000000a78,Released,6.17374782,KY Division of Mine Permits,"813826800000",SF,RC,KY8365333,"8365178",MT   7  09/19/2019  MT   6  06/22/2016  MT   5  10/10/2014,MATT/CO INC,PERMANENT,"8365333",LANCER,PIKEVILLE,7651.95904212,KYDMP,INACT
00000000000000000a7b,Released,41.69459205,KY Division of Mine Permits,"825494400000",SF,RC,KY8365338,"8365201",MI      10/07/1996  SU      02/28/1996,CZAR COAL CORPORATION,PERMANENT,"8365338",LANCER,PRESTONSBURG,79008.2357825,KGS Project,INACT
00000000000000000a8d,Released,2.97741098,KY Division of Mine Permits,"1014624000000",SF,RC,KY8365421,"8365343",MI   4  06/05/2009  MT   3  04/25/2006  MT   2  09/22/2005,D S ENERGY INC,PERMANENT,"8365421",LANCER,PRESTONSBURG,1859.04141399,KYDMP,INACT
00000000000000000af8,Released,6.35310628,KY Division of Mine Permits,"537091200000",SF,RC,KY8368008,"8368008",MT   3  01/25/2000  RN      12/03/1996  MT      03/02/1995,BLUE CAT SAND COMPANY INC,PERMANENT,"8368008",LANCER,PRESTONSBURG,9114.45386959,KGS Project,INACT
00000000000000000afe,Released,19.3383091,KY Division of Mine Permits,"725702400000",SF,RC,KY8368028,"8366002",MA   2  04/24/2017  RN   6  02/10/2017  MT   5  04/11/2016,BULL CREEK COAL CORPORATION,PERMANENT,"8368028",LANCER,PRESTONSBURG,11769.344671,KYDMP,INACT
